	Abiotrophia	Acetanaerobacterium	Acetatifactor	Acetitomaculum	Acidaminococcus	Acinetobacter	Actinomyces	Aeromonas	Aestuariispira	Akkermansia	Alistipes	Allisonella	Allobaculum	Alloprevotella	Alloscardovia	Anaerococcus	Anaerofilum	Anaerofustis	Anaeroglobus	Anaerophaga	Anaerosporobacter	Anaerostipes	Anaerotruncus	Anaerovorax	Aquabacterium	Arcanobacterium	Atopobium	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Brachyspira	Brevibacterium	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Carnobacterium	Catabacter	Catenibacterium	Cerasicoccus	Christensenella	Citrobacter	Cloacibacillus	Clostridium_III	Clostridium_IV	Clostridium_XI	Clostridium_XVIII	Clostridium_XlVa	Clostridium_XlVb	Clostridium_sensu_stricto	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Corynebacterium	Desulfovibrio	Dialister	Dolosigranulum	Dorea	Dysgonomonas	Eggerthella	Eggerthia	Eisenbergiella	Elusimicrobium	Enterobacter	Enterococcus	Enterorhabdus	EscherichiaShigella	Eubacterium	Faecalibacterium	Faecalicoccus	Faecalitalea	Finegoldia	Flavonifractor	Fretibacterium	Fusicatenibacter	Fusobacterium	Gemella	Gemmiger	Gordonibacter	Haemophilus	Helicobacter	Herbaspirillum	Holdemanella	Holdemania	Howardella	Hungatella	Hydrogenoanaerobacterium	Intestinibacter	Intestinimonas	Kingella	Lachnoanaerobaculum	Lactobacillus	Lactococcus	Lactonifactor	Leptotrichia	Leuconostoc	Mannheimia	Massilia	Megamonas	Megasphaera	Methanobrevibacter	Methanomassiliicoccus	Methanosphaera	Mitsuokella	Mogibacterium	Morganella	Moryella	Neisseria	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Oxalobacter	Parabacteroides	Paraeggerthella	Paraprevotella	Parasutterella	Parvimonas	Pediococcus	Peptococcus	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Porphyromonas	Prevotella	Propionispira	Proteus	Providencia	Pseudobutyrivibrio	Pseudoflavonifractor	Pseudomonas	Pseudoramibacter	Pyramidobacter	Romboutsia	Roseburia	Rothia	Ruminococcus	Ruminococcus2	Salmonella	Scardovia	Senegalimassilia	Slackia	Solobacterium	Sphaerochaeta	Sporobacter	Staphylococcus	Stomatobaculum	Streptococcus	Streptophyta	Subdoligranulum	Succinatimonas	Succiniclasticum	Succinivibrio	Sutterella	Terrisporobacter	Treponema	Turicibacter	Ureaplasma	Veillonella	Victivallis	Weissella	Yersinia	unclassified_Acetobacteraceae	unclassified_Acidaminococcaceae	unclassified_Aerococcaceae	unclassified_Alteromonadales	unclassified_Anaerolineaceae	unclassified_Anaeroplasmataceae	unclassified_Anaplasmataceae	unclassified_Bacillaceae	unclassified_Bacillales	unclassified_Bacteroidaceae	unclassified_Bacteroidales	unclassified_Bdellovibrionaceae	unclassified_Beijerinckiaceae	unclassified_Beutenbergiaceae	unclassified_Bifidobacteriaceae	unclassified_Blastocatella	unclassified_Bradymonadaceae	unclassified_Bryobacter	unclassified_Burkholderiales	unclassified_Candidatus	unclassified_Carnobacteriaceae	unclassified_Catabacteriaceae	unclassified_Chitinivibrionaceae	unclassified_Chloroplast	unclassified_Christensenellaceae	unclassified_Chromatiaceae	unclassified_Clostridiaceae	unclassified_Clostridiales	unclassified_Comamonadaceae	unclassified_Coriobacteriaceae	unclassified_Corynebacteriaceae	unclassified_Cryomorphaceae	unclassified_Cyclobacteriaceae	unclassified_Cytophagaceae	unclassified_Defluviitaleaceae	unclassified_Dehalococcoidaceae	unclassified_Desulfobacteraceae	unclassified_Desulfobulbaceae	unclassified_Desulfohalobiaceae	unclassified_Desulfomicrobiaceae	unclassified_Desulfovibrionaceae	unclassified_Ectothiorhodospiraceae	unclassified_Elioraea	unclassified_Enterobacteriaceae	unclassified_Enterococcaceae	unclassified_Erysipelotrichaceae	unclassified_Eubacteriaceae	unclassified_Ferroplasmaceae	unclassified_Ferrovaceae	unclassified_Flammeovirgaceae	unclassified_Flavobacteriaceae	unclassified_Fusobacteriaceae	unclassified_Geminicoccus	unclassified_Gracilibacteraceae	unclassified_Halanaerobiaceae	unclassified_Halobacteriaceae	unclassified_Halobacteroidaceae	unclassified_Halomonadaceae	unclassified_Haloplasmataceae	unclassified_Halothiobacillaceae	unclassified_Heliobacteriaceae	unclassified_Hyphomonadaceae	unclassified_Ignavibacteriaceae	unclassified_Kiloniellaceae	unclassified_Kofleriaceae	unclassified_Lachnospiraceae	unclassified_Lactobacillaceae	unclassified_Leptospiraceae	unclassified_Leptotrichiaceae	unclassified_Marinilabiliaceae	unclassified_Marinimicrobia	unclassified_Mariprofundaceae	unclassified_Methanobacteriaceae	unclassified_Methanomassiliicoccaceae	unclassified_Methanoregulaceae	unclassified_Methanosarcinaceae	unclassified_Methylococcaceae	unclassified_Microbacteriaceae	unclassified_Nannocystaceae	unclassified_Natranaerobiaceae	unclassified_Natranaerovirga	unclassified_Neisseriaceae	unclassified_Oceanospirillaceae	unclassified_Oleiphilaceae	unclassified_Oligoflexaceae	unclassified_Oligosphaeraceae	unclassified_Opitutaceae	unclassified_Oxalobacteraceae	unclassified_Pacearchaeota	unclassified_Paenibacillaceae	unclassified_Pasteurellaceae	unclassified_Peptococcaceae	unclassified_Peptoniphilaceae	unclassified_Peptostreptococcaceae	unclassified_Petrotogaceae	unclassified_Planctomycetaceae	unclassified_Planococcaceae	unclassified_Porphyromonadaceae	unclassified_Prevotellaceae	unclassified_Prolixibacteraceae	unclassified_Proteinivoraceae	unclassified_Pseudobacteriovoracaceae	unclassified_Puniceicoccaceae	unclassified_Rhodobacteraceae	unclassified_Rhodobiaceae	unclassified_Rhodocyclaceae	unclassified_Rhodospirillaceae	unclassified_Rickettsiaceae	unclassified_Rikenellaceae	unclassified_Ruminococcaceae	unclassified_Saprospiraceae	unclassified_Simkaniaceae	unclassified_Sinobacteraceae	unclassified_Sphingobacteriaceae	unclassified_Spirochaetaceae	unclassified_Sporolactobacillaceae	unclassified_Staphylococcaceae	unclassified_Streptococcaceae	unclassified_Succinivibrionaceae	unclassified_Sulfolobaceae	unclassified_Sutterellaceae	unclassified_Synergistaceae	unclassified_Syntrophaceae	unclassified_Syntrophobacteraceae	unclassified_Syntrophomonadaceae	unclassified_Syntrophorhabdaceae	unclassified_Thermoactinomycetaceae	unclassified_Thermoanaerobacteraceae	unclassified_Thermodesulfobacteriaceae	unclassified_Thermoplasmatales	unclassified_Thermotogaceae	unclassified_Vallitalea	unclassified_Veillonellaceae	unclassified_Verrucomicrobiaceae	unclassified_Victivallaceae	unclassified_Vulgatibacteraceae	unclassified_Woesearchaeota	unclassified_Xanthomonadaceae
DC71	0	0	0	46269737.4305346	46269737.4305346	0	185078949.722139	0	0	3932927681.59545	4580704005.62293	0	0	46269737.4305346	0	0	0	0	0	0	0	1434361860.34657	92539474.8610693	0	0	0	0	5459829016.80309	925394748.610693	1526901335.20764	185078949.722139	7727046150.89929	0	0	277618424.583208	138809212.291604	0	0	0	0	0	92539474.8610693	0	0	0	0	1619440810.06871	0	46269737.4305346	0	185078949.722139	0	2498565821.24887	0	0	1480631597.77711	0	1665710547.49925	0	0	1480631597.77711	0	0	0	0	46269737.4305346	0	0	0	0	0	17998927860.478	92539474.8610693	0	0	185078949.722139	0	2452296083.81834	0	0	2267217134.0962	0	0	0	0	1711980284.92978	0	138809212.291604	0	0	0	138809212.291604	0	0	0	0	0	0	0	0	0	46269737.4305346	46269737.4305346	3053802670.41529	647776324.027485	0	0	0	0	0	0	46269737.4305346	185078949.722139	46269737.4305346	3053802670.41529	0	1110473698.33283	0	462697374.305346	92539474.8610693	0	0	786585536.319089	46269737.4305346	0	92539474.8610693	0	1341822385.4855	0	0	0	0	46269737.4305346	0	0	0	0	2914993458.12368	46269737.4305346	1249282910.62444	5968796128.53897	0	0	1526901335.20764	138809212.291604	0	0	0	0	0	138809212.291604	0	46269737.4305346	0	0	46269737.4305346	1017934223.47176	0	0	0	0	0	601506586.59695	0	0	0	1110473698.33283	0	138809212.291604	0	0	0	0	231348687.152673	1110473698.33283	46269737.4305346	370157899.444277	0	0	0	0	0	0	0	0	92539474.8610693	0	0	0	832855273.749624	0	832855273.749624	786585536.319089	0	3377690832.42903	0	0	0	0	0	0	0	0	0	0	92539474.8610693	0	0	0	0	4904592167.63667	231348687.152673	0	0	0	46269737.4305346	0	0	786585536.319089	0	0	0	0	0	0	46269737.4305346	0	0	0	0	24708039787.9055	0	0	0	0	0	0	0	0	0	0	0	0	0	46269737.4305346	0	0	0	0	0	0	0	46269737.4305346	0	0	46269737.4305346	185078949.722139	0	138809212.291604	0	0	0	555236849.166416	138809212.291604	0	0	0	0	0	0	0	740315798.888554	1295552648.05497	92539474.8610693	35072460972.3453	0	0	0	46269737.4305346	0	46269737.4305346	0	0	0	0	0	185078949.722139	0	0	0	0	138809212.291604	0	0	0	0	46269737.4305346	4858322430.20614	0	0	0	0	0
DC72	0	0	0	0	1156969533.96795	0	0	0	0	92557562.7174361	2175102723.85975	0	0	46278781.358718	0	0	0	0	0	0	0	3563466164.62129	0	0	0	0	0	7728556486.90591	416509032.228462	8515295770.00412	185115125.434872	3378351039.18642	0	0	740460501.739488	46278781.358718	0	0	0	0	0	0	0	0	0	0	416509032.228462	0	0	46278781.358718	92557562.7174361	0	833018064.456924	0	138836344.076154	2267660286.57718	0	462787813.58718	3332072257.8277	0	1342084659.40282	0	0	0	0	0	0	0	0	0	0	26471462937.1867	0	0	0	92557562.7174361	0	1619757347.55513	0	0	1573478566.19641	0	46278781.358718	0	0	4257647885.00206	0	0	0	0	0	0	0	0	925575627.174361	0	0	0	0	0	0	0	0	0	0	0	0	46278781.358718	0	0	0	46278781.358718	0	0	277672688.152308	0	1804872472.99	0	2406496630.65334	138836344.076154	0	0	0	0	0	0	0	647902939.022052	0	0	0	0	0	0	0	0	92557562.7174361	10968071182.0162	0	2730448100.16436	3424629820.54513	0	0	0	0	0	0	0	0	0	138836344.076154	0	46278781.358718	0	0	46278781.358718	1712314910.27257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46278781.358718	0	92557562.7174361	0	0	0	0	0	0	0	0	0	0	0	0	46278781.358718	0	46278781.358718	46278781.358718	0	1666036128.91385	0	0	0	0	0	0	0	0	0	0	46278781.358718	0	0	46278781.358718	0	370230250.869744	0	0	0	0	0	0	0	0	0	0	0	0	46278781.358718	0	0	0	0	0	0	14161307095.7677	46278781.358718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92557562.7174361	1018133189.8918	0	0	46278781.358718	0	0	0	0	185115125.434872	0	0	11986204371.908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92557562.7174361	0	0	0	0	0
DC73	0	0	0	0	0	0	0	0	0	0	323944409.119652	0	0	0	0	0	0	0	0	0	0	1758555363.7924	0	0	0	0	0	971833227.358956	138833318.194137	509055500.045168	0	2730388591.15135	0	0	323944409.119652	0	0	0	0	0	46277772.7313789	0	0	0	0	0	1018111000.09034	0	0	92555545.4627577	231388863.656894	0	1989944227.44929	0	0	740444363.702062	0	0	0	0	786722136.433441	0	0	0	0	0	0	0	0	0	0	26933663729.6625	0	0	0	92555545.4627577	0	694166590.970683	0	0	786722136.433441	0	0	0	0	2684110818.41997	0	0	46277772.7313789	0	0	231388863.656894	0	0	92555545.4627577	0	0	0	46277772.7313789	0	0	1989944227.44929	0	0	0	0	0	0	0	0	0	46277772.7313789	92555545.4627577	0	323944409.119652	0	370222181.851031	0	0	1342055409.20999	0	0	694166590.970683	0	0	1665999818.32964	0	24573497320.3622	0	0	0	0	0	0	0	0	46277772.7313789	17261609228.8043	0	1110666545.55309	1388333181.94137	0	0	138833318.194137	92555545.4627577	0	0	0	0	0	185111090.925515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46277772.7313789	0	0	0	46277772.7313789	0	0	0	0	46277772.7313789	0	0	0	0	0	0	0	0	0	0	0	0	46277772.7313789	0	416499954.58241	0	0	0	0	46277772.7313789	0	0	0	0	0	0	0	0	0	0	740444363.702062	0	0	0	0	0	0	0	46277772.7313789	0	0	0	0	0	0	0	0	0	0	0	12356165319.2782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46277772.7313789	0	46277772.7313789	0	0	0	0	138833318.194137	0	0	0	0	0	0	0	46277772.7313789	0	0	8191165773.45406	0	0	0	46277772.7313789	0	0	0	0	46277772.7313789	0	0	0	0	0	0	0	0	0	0	0	0	0	555333272.776546	0	0	0	0	0
DC74	0	0	0	0	0	0	46278641.9030802	0	0	2776718514.18481	4489028264.59878	0	0	0	0	0	0	0	0	0	0	740458270.449283	0	0	0	0	0	2822997156.08789	1573473824.70473	1295801973.28624	416507777.127722	2082538885.63861	0	0	1018130121.86776	231393209.515401	6525288508.33431	0	0	0	0	185114567.612321	0	0	0	0	4396470980.79262	0	0	0	0	92557283.8061604	2128817527.54169	0	0	740458270.449283	0	46278641.9030802	0	0	1851145676.12321	0	0	0	0	0	0	0	0	0	0	10273858502.4838	647900986.643122	46278641.9030802	0	0	0	1018130121.86776	0	0	509065060.933882	0	0	0	0	1249523331.38316	0	0	0	0	231393209.515401	92557283.8061604	0	0	46278641.9030802	46278641.9030802	0	0	0	0	0	0	0	1943702959.92937	0	46278641.9030802	0	0	0	0	0	462786419.030802	92557283.8061604	0	786736912.352363	46278641.9030802	647900986.643122	0	0	46278641.9030802	0	0	0	0	0	92557283.8061604	0	231393209.515401	0	0	0	0	0	0	0	0	46278641.9030802	925572838.061604	0	3424619500.82793	3239504933.21561	0	0	46278641.9030802	277671851.418481	0	0	46278641.9030802	0	0	46278641.9030802	0	0	0	0	0	185114567.612321	92557283.8061604	0	0	0	0	555343702.836962	0	0	0	0	0	0	0	46278641.9030802	0	92557283.8061604	92557283.8061604	185114567.612321	0	0	0	0	0	0	0	0	0	46278641.9030802	0	138835925.709241	0	0	462786419.030802	0	1203244689.48008	1203244689.48008	0	2545325304.66941	0	0	0	0	185114567.612321	46278641.9030802	0	0	0	0	1295801973.28624	0	0	0	46278641.9030802	1110687405.67392	138835925.709241	0	0	0	0	0	46278641.9030802	647900986.643122	0	0	0	46278641.9030802	0	0	0	0	0	0	0	12680347881.444	0	0	0	46278641.9030802	0	0	0	0	0	0	0	0	0	46278641.9030802	0	0	0	0	0	277671851.418481	0	46278641.9030802	0	46278641.9030802	0	92557283.8061604	46278641.9030802	92557283.8061604	0	0	0	46278641.9030802	46278641.9030802	46278641.9030802	46278641.9030802	0	370229135.224641	0	0	0	1573473824.70473	647900986.643122	46278641.9030802	27859742425.6543	0	0	0	138835925.709241	0	0	0	0	0	0	462786419.030802	46278641.9030802	0	0	0	0	46278641.9030802	46278641.9030802	0	0	0	46278641.9030802	925572838.061604	0	0	0	0	0
DC75	0	0	0	0	0	0	92532810.6193857	0	0	46266405.3096928	6014632690.26007	0	0	0	0	0	0	0	0	0	46266405.3096928	1943189023.0071	0	0	0	0	0	12723261460.1655	555196863.716314	2775984318.58157	508930458.406621	7125026417.6927	0	0	740262484.955085	92532810.6193857	0	46266405.3096928	0	0	2775984318.58157	0	0	0	0	0	277598431.858157	0	0	0	323864837.16785	0	92532810.6193857	0	0	1064127322.12294	0	0	2081988238.93618	0	1434258564.60048	0	185065621.238771	0	0	0	0	0	0	46266405.3096928	46266405.3096928	47608131063.6739	0	0	0	138799215.929078	0	1804389807.07802	0	0	1249192943.36171	0	0	0	0	0	46266405.3096928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138799215.929078	0	0	1156660132.74232	0	1526791375.21986	0	0	92532810.6193857	0	0	0	0	46266405.3096928	0	0	4071443667.25297	0	0	0	0	92532810.6193857	0	0	46266405.3096928	92532810.6193857	19015492582.2838	0	2128254644.24587	13879921592.9079	0	0	0	0	0	0	0	0	0	46266405.3096928	0	0	0	0	0	2822250723.89126	0	0	0	0	138799215.929078	0	0	0	0	46266405.3096928	0	46266405.3096928	0	0	0	0	0	0	0	92532810.6193857	0	0	46266405.3096928	0	0	0	0	0	0	0	0	0	46266405.3096928	0	0	185065621.238771	0	231332026.548464	0	0	0	0	138799215.929078	0	0	0	0	0	0	0	0	138799215.929078	0	6292231122.11823	46266405.3096928	0	46266405.3096928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13000859892.0237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46266405.3096928	0	0	0	0	0	0	0	0	46266405.3096928	0	46266405.3096928	0	46266405.3096928	0	46266405.3096928	19200558203.5225	0	0	0	92532810.6193857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46266405.3096928	0	0	0	0	0
DC76	0	0	0	0	324008269.512481	0	0	0	0	1342319973.69457	231434478.223201	0	0	0	0	0	0	0	0	0	0	1851475825.78561	0	0	0	0	0	2406918573.52129	92573791.2892804	879451017.248164	92573791.2892804	1990336512.71953	0	0	185147582.578561	185147582.578561	462868956.446402	0	0	0	0	185147582.578561	0	0	0	0	1481180660.62849	0	0	0	0	46286895.6446402	555442747.735682	0	185147582.578561	2684639947.38913	0	46286895.6446402	231434478.223201	0	1388606869.33921	0	0	0	0	0	0	0	0	0	0	9211092233.2834	0	46286895.6446402	0	0	0	1527467556.27313	0	0	138860686.933921	0	0	0	0	601729643.380322	46286895.6446402	0	0	0	0	92573791.2892804	0	0	0	0	0	0	0	0	0	46286895.6446402	46286895.6446402	1296033078.04993	786877225.958883	0	185147582.578561	0	0	0	0	0	92573791.2892804	0	416582060.801762	0	277721373.867841	0	46286895.6446402	46286895.6446402	0	0	0	0	0	0	0	833164121.603523	0	0	0	0	0	0	0	0	92573791.2892804	4212107503.66226	0	324008269.512481	2499492364.81057	0	0	185147582.578561	0	0	0	46286895.6446402	0	0	0	0	0	0	0	0	46286895.6446402	0	0	0	0	0	509155852.091042	0	0	46286895.6446402	0	0	0	0	786877225.958883	0	0	185147582.578561	0	0	740590330.314243	0	0	0	0	0	0	138860686.933921	46286895.6446402	0	0	0	0	185147582.578561	0	555442747.735682	694303434.669603	0	786877225.958883	0	0	0	0	92573791.2892804	0	0	0	0	0	1434893764.98385	0	0	46286895.6446402	46286895.6446402	1203459286.76064	92573791.2892804	0	0	0	0	0	0	185147582.578561	0	0	0	0	46286895.6446402	0	0	0	92573791.2892804	0	0	8516788798.6138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92573791.2892804	0	0	0	277721373.867841	0	46286895.6446402	0	0	46286895.6446402	138860686.933921	0	92573791.2892804	0	0	46286895.6446402	92573791.2892804	0	46286895.6446402	0	0	92573791.2892804	0	0	0	925737912.892804	277721373.867841	46286895.6446402	13793494902.1028	0	0	0	46286895.6446402	0	0	0	0	0	0	0	0	0	0	0	0	46286895.6446402	46286895.6446402	0	0	0	0	1527467556.27313	46286895.6446402	46286895.6446402	0	0	0
DC77	0	0	0	0	0	0	0	0	0	185175260.196743	1851752601.96743	0	0	0	0	0	0	0	0	0	0	2129515492.26254	0	0	0	0	0	14952902260.887	185175260.196743	1573989711.67231	92587630.0983713	1296226821.3772	0	0	138881445.147557	0	0	0	0	0	0	0	0	46293815.0491857	0	0	92587630.0983713	0	0	0	0	46293815.0491857	462938150.491857	0	46293815.0491857	555525780.590228	0	46293815.0491857	185175260.196743	0	416644335.442671	0	0	0	0	0	0	0	0	370350520.393485	0	8703237229.2469	0	0	46293815.0491857	0	0	694407225.737785	0	0	555525780.590228	46293815.0491857	46293815.0491857	0	0	46293815.0491857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138881445.147557	92587630.0983713	0	0	0	0	0	0	0	0	0	0	370350520.393485	0	231469075.245928	0	46293815.0491857	92587630.0983713	0	0	0	0	0	0	0	185175260.196743	0	0	0	0	46293815.0491857	0	0	0	46293815.0491857	2499866012.65603	0	46293815.0491857	416644335.442671	0	0	46293815.0491857	0	0	0	0	0	0	185175260.196743	0	0	0	46293815.0491857	46293815.0491857	925876300.983713	0	0	0	0	0	0	0	0	0	46293815.0491857	0	0	0	0	0	0	0	0	0	92587630.0983713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46293815.0491857	0	231469075.245928	0	0	0	0	0	0	0	0	0	0	46293815.0491857	0	0	1620283526.7215	0	370350520.393485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3194273238.39381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46293815.0491857	46293815.0491857	0	0	0	0	0	0	0	0	0	0	2222103122.36091	0	0	0	0	0	0	0	0	0	0	46293815.0491857	0	0	0	0	0	0	0	0	0	0	0	46293815.0491857	0	0	0	0	0
DC78	0	0	0	0	0	0	0	0	0	46269190.6239847	3377650915.55088	46269190.6239847	0	46269190.6239847	0	0	0	0	0	0	0	10086683556.0287	0	0	0	0	0	9300107315.42093	694037859.359771	1156729765.59962	971653003.103679	4025419584.28667	0	0	740307049.983755	138807571.871954	0	0	0	0	0	46269190.6239847	0	0	0	0	1850767624.95939	0	0	46269190.6239847	0	0	462691906.239847	46269190.6239847	231345953.119924	11197144131.0043	0	0	2776151437.43908	0	2405997912.4472	0	46269190.6239847	0	0	0	0	0	0	46269190.6239847	0	46222921433.3607	46269190.6239847	0	0	92538381.2479694	0	1156729765.59962	0	0	5876187209.24606	0	0	0	0	46269190.6239847	0	0	0	0	46269190.6239847	462691906.239847	0	0	46269190.6239847	0	0	0	0	0	0	0	0	1202998956.2236	0	46269190.6239847	370153524.991878	0	0	0	0	0	138807571.871954	0	462691906.239847	0	647768668.735786	0	1619421671.83946	1249268146.84759	0	0	0	0	0	0	0	3146304962.43096	0	0	0	0	46269190.6239847	0	0	0	277615143.743908	10132952746.6527	0	2544805484.31916	2776151437.43908	0	0	0	0	0	0	0	0	0	46269190.6239847	0	0	0	46269190.6239847	0	46269190.6239847	46269190.6239847	0	0	0	0	323884334.367893	0	0	0	0	0	0	0	0	0	0	46269190.6239847	46269190.6239847	0	92538381.2479694	0	0	0	0	0	0	0	46269190.6239847	46269190.6239847	46269190.6239847	0	0	231345953.119924	0	92538381.2479694	508961096.863832	0	3377650915.55088	0	46269190.6239847	0	0	0	0	0	0	0	0	92538381.2479694	0	0	138807571.871954	0	1249268146.84759	46269190.6239847	0	0	0	0	0	0	138807571.871954	0	0	0	0	0	0	0	0	0	0	0	21283827687.033	46269190.6239847	0	0	46269190.6239847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185076762.495939	0	0	46269190.6239847	138807571.871954	0	46269190.6239847	0	0	0	370153524.991878	138807571.871954	0	0	0	46269190.6239847	0	0	92538381.2479694	92538381.2479694	0	3053766581.18299	41549733180.3383	0	0	0	46269190.6239847	0	0	0	0	0	0	832845431.231725	0	0	46269190.6239847	0	0	92538381.2479694	46269190.6239847	0	0	0	46269190.6239847	231345953.119924	0	0	0	0	0
DC79	0	0	0	0	1897099196.71702	0	0	0	0	1110497090.76119	8328728180.70889	46270712.1150494	0	0	0	0	0	0	0	0	0	4395717650.92969	0	0	0	0	0	15315605710.0813	92541424.2300987	4534529787.27484	647789969.610691	3053866999.59326	0	0	508977833.265543	185082848.460197	2359806317.86752	0	0	0	0	0	0	0	0	0	5321131893.23068	0	46270712.1150494	138812136.345148	46270712.1150494	0	694060681.725741	0	0	3747927681.319	0	46270712.1150494	555248545.380593	0	1804557772.48693	0	0	0	0	0	0	0	0	0	0	30770023556.5078	0	0	0	0	0	2406077029.98257	0	0	4395717650.92969	0	0	0	0	46270712.1150494	0	0	0	0	0	46270712.1150494	0	0	0	0	0	0	0	0	0	462707121.150494	1110497090.76119	462707121.150494	0	46270712.1150494	0	0	0	0	0	138812136.345148	0	0	1017955666.53109	0	879143530.185938	0	0	138812136.345148	0	0	0	0	0	46270712.1150494	0	185082848.460197	0	0	0	0	46270712.1150494	0	0	0	92541424.2300987	18600826270.2498	0	2406077029.98257	4580800499.38989	0	0	0	46270712.1150494	0	0	46270712.1150494	0	0	46270712.1150494	0	46270712.1150494	0	0	0	2267264893.63742	46270712.1150494	0	0	0	0	46270712.1150494	0	0	0	92541424.2300987	0	92541424.2300987	0	0	0	0	0	46270712.1150494	0	2220994181.52237	0	0	46270712.1150494	0	0	0	0	0	0	0	0	0	185082848.460197	0	138812136.345148	555248545.380593	0	462707121.150494	0	0	0	0	92541424.2300987	0	0	0	0	0	0	0	0	92541424.2300987	0	971684954.416037	92541424.2300987	0	0	0	0	0	0	46270712.1150494	0	0	0	0	0	0	0	0	0	0	0	30677482132.2777	0	0	0	0	0	46270712.1150494	0	0	0	0	0	0	0	0	46270712.1150494	0	0	0	0	46270712.1150494	0	46270712.1150494	0	0	46270712.1150494	92541424.2300987	0	0	0	0	0	231353560.575247	0	0	46270712.1150494	0	0	0	0	0	1156767802.87623	0	46270712.1150494	21191986148.6926	0	0	0	0	0	0	0	0	0	0	46270712.1150494	46270712.1150494	0	0	0	0	46270712.1150494	0	0	0	0	46270712.1150494	2915054863.24811	0	0	0	0	0
DC80	0	0	0	0	0	0	0	0	0	0	1989629449.31833	46270452.3097285	0	46270452.3097285	0	0	0	0	0	0	0	2822497590.89344	0	0	0	0	0	7449542821.86629	185081809.238914	46270452.3097285	46270452.3097285	3562824827.8491	0	0	740327236.955656	740327236.955656	0	0	0	0	925409046.19457	0	0	0	0	0	508974975.407014	0	0	138811356.929186	370163618.477828	46270452.3097285	1295572664.6724	0	277622713.858371	462704523.097285	0	1388113569.29186	2267252163.1767	0	2637415781.65453	0	0	0	0	0	0	0	0	0	0	11752694886.671	0	0	0	46270452.3097285	0	370163618.477828	0	0	2406063520.10588	0	0	0	0	0	92540904.619457	0	0	0	138811356.929186	138811356.929186	0	0	0	0	0	0	0	0	0	0	0	46270452.3097285	0	0	0	0	0	0	0	647786332.336199	92540904.619457	0	879138593.884842	0	1203031760.05294	0	0	138811356.929186	0	0	370163618.477828	0	0	0	0	36461116420.0661	0	0	0	0	0	0	0	0	46270452.3097285	20729162634.7584	0	2544874877.03507	5830076991.02579	0	0	0	46270452.3097285	0	0	46270452.3097285	0	0	92540904.619457	0	46270452.3097285	0	0	46270452.3097285	2915038495.5129	0	0	323893166.1681	0	0	46270452.3097285	0	0	0	0	0	0	0	0	0	0	0	0	0	46270452.3097285	0	0	0	0	0	0	0	46270452.3097285	0	0	0	0	46270452.3097285	0	0	138811356.929186	0	231352261.548643	0	0	0	0	0	0	0	0	0	0	0	0	0	46270452.3097285	0	462704523.097285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47057049998.9939	0	0	0	0	0	0	0	0	0	0	0	0	0	46270452.3097285	0	0	0	0	0	0	0	0	0	0	46270452.3097285	46270452.3097285	0	46270452.3097285	0	0	0	231352261.548643	138811356.929186	0	0	46270452.3097285	0	0	0	0	0	0	46270452.3097285	9809335889.66245	0	0	0	46270452.3097285	46270452.3097285	0	0	0	0	0	185081809.238914	46270452.3097285	0	0	0	0	46270452.3097285	0	0	0	0	46270452.3097285	231352261.548643	0	0	0	0	0
